% # columns="iteration, evaluation, sigma, axis ratio, bestever, best, median, worst objective function value, interquartile range, further/more values", seed=716060, Wed Feb 26 14:01:56 2025, <python>{}</python>
1 20 2.058957438159006 1.0 0.6432200399027547 6.4322003990275467e-01 0.6975055880664907 2.202254850632944 0.19402287801076912   
2 40 2.458966104380816 1.0 0.6432200399027547 6.4366088453876769e-01 0.7335295454761764 1.9431431466615205 0.4143611481352807   
3 60 2.0415645659945114 1.0 0.6432200399027547 6.4354488796020259e-01 0.6963639794205413 1.5912199596038348 0.25789079877639665   
4 80 1.7482102454952333 1.0 0.6432200399027547 6.4322766412291599e-01 0.6975442152599982 2.19850263131592 0.7982831831901596   
5 100 1.5613326969467922 1.0 0.6432200399027547 6.4375622067775351e-01 0.690857361510687 1.8595418418964558 0.17730899206206496   
6 120 1.4621658460002271 1.0 0.6432200399027547 6.4329802383503965e-01 0.6875163544626727 0.8718088354963206 0.04283465578674295   
7 140 1.151111742039037 1.0 0.6432200399027547 6.4461493316211860e-01 0.6851286007430502 0.6977309918225746 0.03515561621350072   
8 160 1.5588197404698876 1.0 0.6432200399027547 6.4326962729057569e-01 0.6809588223330248 0.7308721787062802 0.03879099742364189   
9 180 1.3527380571881173 1.0 0.6432200399027547 6.4325913391143086e-01 0.6698769330882597 1.265833267639517 0.04105231110477747   
10 200 1.1136025375117589 1.0 0.6432200399027547 6.4431697866922644e-01 0.6566250223655555 0.7446345225946626 0.02707257220861703   
11 220 1.0940731178012368 1.0 0.6432200399027547 6.4326531886057059e-01 0.6462850085660363 0.6725653452405372 0.012037809134708755   
12 240 0.8410627620611566 1.0 0.643213069647586 6.4321306964758596e-01 0.6443974775908365 0.6555061071789892 0.005214037870285737   
13 260 0.7659573906529548 1.0 0.643213069647586 6.4323812931124591e-01 0.6434732206410836 0.6456888805383173 0.000491884736847914   
