% # columns="iter, evals, sigma, 0, fitness, xbest" seed=716060, Wed Feb 26 14:01:56 2025, <python>{}</python>
1 20 2.058957438159006 0 0.6432200399027547 -0.792609512506061
2 40 2.458966104380816 0 0.6436608845387677 0.8234195849065411
3 60 2.0415645659945114 0 0.6435448879602026 -0.8185880241919852
4 80 1.7482102454952333 0 0.643227664122916 0.781580658601138
5 100 1.5613326969467922 0 0.6437562206777535 -0.7474795741822029
6 120 1.4621658460002271 0 0.6432980238350396 -0.7722782439139428
7 140 1.151111742039037 0 0.6446149331621186 -0.7217979185626208
8 160 1.5588197404698876 0 0.6432696272905757 -0.775214432932027
9 180 1.3527380571881173 0 0.6432591339114309 -0.7764804365277715
10 200 1.1136025375117589 0 0.6443169786692264 -0.8429483073813845
11 220 1.0940731178012368 0 0.6432653188605706 -0.7757189216621325
12 240 0.8410627620611566 0 0.643213069647586 -0.787793619048102
13 260 0.7659573906529548 0 0.6432381293112459 -0.7966009692750364
