% # columns="iteration, evaluation, sigma, max axis length,  min axis length, all principal axes lengths  (sorted square roots of eigenvalues of C)", seed=716060, Wed Feb 26 14:01:56 2025
1 20 2.058957438159006 1.0 1.0 1.0
2 40 2.458966104380816 1.239364712468995 1.239364712468995 1.239364712468995
3 60 2.0415645659945114 1.3191196621377517 1.3191196621377517 1.3191196621377517
4 80 1.7482102454952333 0.7649485723577921 0.7649485723577921 0.7649485723577921
5 100 1.5613326969467922 0.48569705455122314 0.48569705455122314 0.48569705455122314
6 120 1.4621658460002271 0.404885381036122 0.404885381036122 0.404885381036122
7 140 1.151111742039037 0.34805051375508045 0.34805051375508045 0.34805051375508045
8 160 1.5588197404698876 0.30458097894808706 0.30458097894808706 0.30458097894808706
9 180 1.3527380571881173 0.3471985278736555 0.3471985278736555 0.3471985278736555
10 200 1.1136025375117589 0.229902240455403 0.229902240455403 0.229902240455403
11 220 1.0940731178012368 0.13520937044180287 0.13520937044180287 0.13520937044180287
12 240 0.8410627620611566 0.09583389226247477 0.09583389226247477 0.09583389226247477
13 260 0.7659573906529548 0.05212358766791749 0.05212358766791749 0.05212358766791749
